id_venda,id_tempo,id_cliente,id_artigo,id_vendedor,quantidade,preco_unitario,desconto_perc,custo_unitario,total_bruto,total_desconto,total_liquido,custo_total,margem
761,111,28,3,6,1,280.21,10,142.03,280.21,28.02,252.19,142.03,110.16
762,238,12,25,5,7,694.84,10,338.42,4863.88,486.39,4377.49,2368.94,2008.55
763,363,27,20,4,1,269.53,15,196.62,269.53,40.43,229.1,196.62,32.48
764,239,42,5,3,1,533.55,10,337.6,533.55,53.36,480.19,337.6,142.59
765,274,47,23,3,9,893.43,15,610.8,8040.87,1206.13,6834.74,5497.2,1337.54
766,294,30,5,7,7,709.07,10,527.58,4963.49,496.35,4467.14,3693.06,774.08
767,227,41,20,3,4,424.9,10,337.69,1699.6,169.96,1529.64,1350.76,178.88
768,15,34,15,7,6,403.85,5,201.84,2423.1,121.16,2301.94,1211.04,1090.9
769,192,37,18,1,1,482.95,15,228.13,482.95,72.44,410.51,228.13,182.38
770,119,6,15,8,7,218.19,15,127.6,1527.33,229.1,1298.23,893.2,405.03
771,28,7,2,7,6,652.3,20,270.07,3913.8,782.76,3131.04,1620.42,1510.62
772,202,32,29,4,4,395.95,5,283.77,1583.8,79.19,1504.61,1135.08,369.53
773,39,32,13,6,7,859.75,15,647.83,6018.25,902.74,5115.51,4534.81,580.7
774,273,25,4,7,3,768.73,5,518.44,2306.19,115.31,2190.88,1555.32,635.56
775,231,33,10,3,1,629.99,5,319.53,629.99,31.5,598.49,319.53,278.96
776,86,7,13,4,4,395.99,5,177.9,1583.96,79.2,1504.76,711.6,793.16
777,126,12,10,7,3,249.44,0,137.9,748.32,0.0,748.32,413.7,334.62
778,300,16,29,7,1,787.34,15,577.38,787.34,118.1,669.24,577.38,91.86
779,25,16,9,3,2,512.09,5,276.08,1024.18,51.21,972.97,552.16,420.81
780,145,43,8,5,5,263.51,0,109.01,1317.55,0.0,1317.55,545.05,772.5
781,13,36,3,5,8,235.42,0,120.0,1883.36,0.0,1883.36,960.0,923.36
782,212,13,16,7,1,207.13,10,164.87,207.13,20.71,186.42,164.87,21.55
783,25,7,14,5,4,788.3,10,528.69,3153.2,315.32,2837.88,2114.76,723.12
784,68,36,9,2,4,267.54,15,203.42,1070.16,160.52,909.64,813.68,95.96
785,67,47,30,3,5,550.31,10,390.69,2751.55,275.15,2476.4,1953.45,522.95
786,233,9,21,2,7,478.97,15,294.99,3352.79,502.92,2849.87,2064.93,784.94
787,109,32,11,4,8,600.63,0,275.97,4805.04,0.0,4805.04,2207.76,2597.28
788,146,11,3,2,6,883.3,0,476.5,5299.8,0.0,5299.8,2859.0,2440.8
789,111,8,5,4,1,874.36,15,553.9,874.36,131.15,743.21,553.9,189.31
790,228,33,29,7,7,478.52,10,358.05,3349.64,334.96,3014.68,2506.35,508.33
791,111,23,10,4,3,64.6,10,32.78,193.8,19.38,174.42,98.34,76.08
792,34,25,13,4,6,455.12,15,204.12,2730.72,409.61,2321.11,1224.72,1096.39
793,111,8,4,6,8,625.88,20,390.26,5007.04,1001.41,4005.63,3122.08,883.55
794,264,45,24,2,7,579.88,10,272.89,4059.16,405.92,3653.24,1910.23,1743.01
795,236,22,13,6,6,668.77,5,430.78,4012.62,200.63,3811.99,2584.68,1227.31
796,83,4,12,7,9,196.37,10,99.25,1767.33,176.73,1590.6,893.25,697.35
797,42,40,5,3,9,664.21,20,327.05,5977.89,1195.58,4782.31,2943.45,1838.86
798,101,3,10,2,1,223.52,0,125.1,223.52,0.0,223.52,125.1,98.42
799,6,29,28,3,1,763.0,0,486.24,763.0,0.0,763.0,486.24,276.76
800,180,41,24,3,1,372.13,0,230.02,372.13,0.0,372.13,230.02,142.11
801,282,29,9,4,8,724.4,10,360.67,5795.2,579.52,5215.68,2885.36,2330.32
802,320,34,20,8,7,95.47,0,72.22,668.29,0.0,668.29,505.54,162.75
803,226,34,7,2,3,437.47,20,194.22,1312.41,262.48,1049.93,582.66,467.27
804,315,28,2,3,2,719.78,20,299.28,1439.56,287.91,1151.65,598.56,553.09
805,365,13,22,8,4,265.53,10,170.23,1062.12,106.21,955.91,680.92,274.99
806,229,15,24,5,3,805.52,5,361.97,2416.56,120.83,2295.73,1085.91,1209.82
807,289,23,28,3,7,649.24,10,390.81,4544.68,454.47,4090.21,2735.67,1354.54
808,150,44,23,5,8,608.18,0,474.81,4865.44,0.0,4865.44,3798.48,1066.96
809,277,26,7,2,6,385.87,10,262.17,2315.22,231.52,2083.7,1573.02,510.68
810,198,4,8,7,3,508.33,20,328.88,1524.99,305.0,1219.99,986.64,233.35
811,70,26,7,6,6,617.48,10,388.96,3704.88,370.49,3334.39,2333.76,1000.63
812,112,40,21,2,2,498.84,10,235.36,997.68,99.77,897.91,470.72,427.19
813,4,9,23,6,7,713.4,5,408.82,4993.8,249.69,4744.11,2861.74,1882.37
814,350,5,29,6,7,462.01,20,248.1,3234.07,646.81,2587.26,1736.7,850.56
815,331,32,14,2,4,242.16,15,189.18,968.64,145.3,823.34,756.72,66.62
816,318,20,26,3,8,253.24,15,125.84,2025.92,303.89,1722.03,1006.72,715.31
817,350,50,19,1,4,55.51,20,32.67,222.04,44.41,177.63,130.68,46.95
818,95,11,5,3,7,335.91,15,260.41,2351.37,352.71,1998.66,1822.87,175.79
819,152,15,23,3,4,761.47,0,544.96,3045.88,0.0,3045.88,2179.84,866.04
820,311,32,25,7,5,804.45,15,632.14,4022.25,603.34,3418.91,3160.7,258.21
821,137,28,18,4,7,242.34,0,155.91,1696.38,0.0,1696.38,1091.37,605.01
822,247,22,20,4,3,961.09,20,512.76,2883.27,576.65,2306.62,1538.28,768.34
823,243,41,12,3,5,527.28,15,385.26,2636.4,395.46,2240.94,1926.3,314.64
824,31,17,23,5,3,921.13,15,475.84,2763.39,414.51,2348.88,1427.52,921.36
825,40,26,17,7,5,721.43,0,336.12,3607.15,0.0,3607.15,1680.6,1926.55
826,229,44,13,6,3,736.31,0,502.54,2208.93,0.0,2208.93,1507.62,701.31
827,36,7,2,8,7,130.79,10,85.74,915.53,91.55,823.98,600.18,223.8
828,223,42,25,4,1,258.99,5,194.65,258.99,12.95,246.04,194.65,51.39
829,6,26,13,3,9,58.37,15,45.81,525.33,78.8,446.53,412.29,34.24
830,322,25,26,7,9,730.32,5,542.54,6572.88,328.64,6244.24,4882.86,1361.38
831,220,10,7,1,5,377.22,5,159.94,1886.1,94.3,1791.8,799.7,992.1
832,75,45,28,5,9,797.32,15,530.86,7175.88,1076.38,6099.5,4777.74,1321.76
833,4,19,10,2,6,371.99,0,265.56,2231.94,0.0,2231.94,1593.36,638.58
834,335,11,23,3,5,828.37,10,656.71,4141.85,414.18,3727.67,3283.55,444.12
835,134,13,6,7,3,174.16,20,95.76,522.48,104.5,417.98,287.28,130.7
836,118,8,3,3,8,214.7,15,100.47,1717.6,257.64,1459.96,803.76,656.2
837,94,40,26,8,4,373.83,15,277.07,1495.32,224.3,1271.02,1108.28,162.74
838,62,4,3,6,3,438.06,20,230.85,1314.18,262.84,1051.34,692.55,358.79
839,194,47,18,5,6,381.27,5,243.74,2287.62,114.38,2173.24,1462.44,710.8
840,335,31,11,4,8,775.46,10,431.12,6203.68,620.37,5583.31,3448.96,2134.35
841,203,28,22,4,9,142.1,5,79.71,1278.9,63.94,1214.96,717.39,497.57
842,26,11,20,4,6,383.66,20,265.87,2301.96,460.39,1841.57,1595.22,246.35
843,173,43,5,8,5,845.38,20,460.39,4226.9,845.38,3381.52,2301.95,1079.57
844,300,1,19,2,2,113.46,10,76.84,226.92,22.69,204.23,153.68,50.55
845,133,49,22,7,2,945.23,20,383.51,1890.46,378.09,1512.37,767.02,745.35
846,326,47,27,5,9,987.0,20,522.97,8883.0,1776.6,7106.4,4706.73,2399.67
847,118,38,28,5,2,134.14,10,70.77,268.28,26.83,241.45,141.54,99.91
848,324,24,19,4,2,326.71,15,228.54,653.42,98.01,555.41,457.08,98.33
849,275,47,30,4,3,403.78,5,212.32,1211.34,60.57,1150.77,636.96,513.81
850,212,31,15,6,3,787.57,15,514.54,2362.71,354.41,2008.3,1543.62,464.68
851,225,41,30,8,4,616.13,15,416.14,2464.52,369.68,2094.84,1664.56,430.28
852,20,46,16,1,7,662.15,5,439.25,4635.05,231.75,4403.3,3074.75,1328.55
853,113,50,24,1,9,769.63,15,493.58,6926.67,1039.0,5887.67,4442.22,1445.45
854,140,26,9,3,2,162.08,10,91.65,324.16,32.42,291.74,183.3,108.44
855,47,49,4,3,4,841.55,5,462.28,3366.2,168.31,3197.89,1849.12,1348.77
856,1,50,15,5,9,720.34,0,450.81,6483.06,0.0,6483.06,4057.29,2425.77
857,90,5,25,5,2,598.47,15,254.64,1196.94,179.54,1017.4,509.28,508.12
858,142,20,12,2,1,895.25,20,671.73,895.25,179.05,716.2,671.73,44.47
859,320,41,23,2,8,715.29,5,522.25,5722.32,286.12,5436.2,4178.0,1258.2
860,38,11,3,1,9,241.61,0,130.12,2174.49,0.0,2174.49,1171.08,1003.41
861,293,33,23,8,7,458.26,20,287.2,3207.82,641.56,2566.26,2010.4,555.86
862,139,50,14,3,8,519.34,0,401.39,4154.72,0.0,4154.72,3211.12,943.6
863,356,38,17,1,4,102.46,15,52.12,409.84,61.48,348.36,208.48,139.88
864,333,27,19,8,4,956.91,20,666.95,3827.64,765.53,3062.11,2667.8,394.31
865,259,34,6,1,2,172.15,15,74.56,344.3,51.64,292.66,149.12,143.54
866,161,15,4,3,8,712.59,20,434.22,5700.72,1140.14,4560.58,3473.76,1086.82
867,178,32,7,7,2,530.92,5,400.09,1061.84,53.09,1008.75,800.18,208.57
868,10,21,30,2,9,74.35,10,46.15,669.15,66.92,602.23,415.35,186.88
869,261,46,19,6,4,928.51,10,600.28,3714.04,371.4,3342.64,2401.12,941.52
870,138,5,17,6,1,859.24,0,655.65,859.24,0.0,859.24,655.65,203.59
871,172,6,25,6,4,548.05,20,376.04,2192.2,438.44,1753.76,1504.16,249.6
872,13,38,16,3,3,267.5,15,181.46,802.5,120.38,682.12,544.38,137.74
873,168,22,15,4,6,165.54,5,105.04,993.24,49.66,943.58,630.24,313.34
874,130,18,22,4,7,395.22,5,258.16,2766.54,138.33,2628.21,1807.12,821.09
875,84,14,8,4,8,292.66,5,211.15,2341.28,117.06,2224.22,1689.2,535.02
876,321,10,19,5,2,531.36,10,420.67,1062.72,106.27,956.45,841.34,115.11
877,319,46,8,2,6,968.09,15,695.21,5808.54,871.28,4937.26,4171.26,766.0
878,101,13,18,2,6,596.21,5,407.22,3577.26,178.86,3398.4,2443.32,955.08
879,329,31,28,7,5,895.43,5,406.72,4477.15,223.86,4253.29,2033.6,2219.69
880,273,30,16,7,7,668.33,0,485.76,4678.31,0.0,4678.31,3400.32,1277.99
881,265,3,20,5,3,501.48,20,348.23,1504.44,300.89,1203.55,1044.69,158.86
882,38,30,19,1,4,861.88,20,610.36,3447.52,689.5,2758.02,2441.44,316.58
883,94,6,10,8,9,497.8,20,245.14,4480.2,896.04,3584.16,2206.26,1377.9
884,95,29,17,7,4,875.2,0,666.36,3500.8,0.0,3500.8,2665.44,835.36
885,305,8,13,6,3,327.0,10,143.52,981.0,98.1,882.9,430.56,452.34
886,69,44,13,4,2,172.37,0,86.43,344.74,0.0,344.74,172.86,171.88
887,318,45,7,6,5,862.55,5,573.78,4312.75,215.64,4097.11,2868.9,1228.21
888,236,43,27,4,4,608.04,15,407.07,2432.16,364.82,2067.34,1628.28,439.06
889,334,44,10,6,8,894.64,5,469.98,7157.12,357.86,6799.26,3759.84,3039.42
890,137,33,2,1,7,940.94,5,640.41,6586.58,329.33,6257.25,4482.87,1774.38
891,76,17,4,8,6,100.95,15,56.04,605.7,90.86,514.84,336.24,178.6
892,35,48,25,6,2,525.92,20,210.4,1051.84,210.37,841.47,420.8,420.67
893,1,11,6,6,3,406.22,0,188.91,1218.66,0.0,1218.66,566.73,651.93
894,296,13,24,3,9,644.57,10,485.39,5801.13,580.11,5221.02,4368.51,852.51
895,320,50,18,8,9,803.91,5,393.17,7235.19,361.76,6873.43,3538.53,3334.9
896,60,11,23,6,5,316.56,5,140.92,1582.8,79.14,1503.66,704.6,799.06
897,320,31,6,3,3,578.96,10,389.57,1736.88,173.69,1563.19,1168.71,394.48
898,349,28,29,2,2,723.29,0,416.82,1446.58,0.0,1446.58,833.64,612.94
899,328,44,30,8,8,177.71,5,127.71,1421.68,71.08,1350.6,1021.68,328.92
900,267,6,25,5,6,823.36,10,613.06,4940.16,494.02,4446.14,3678.36,767.78
901,361,41,23,8,7,625.8,5,462.09,4380.6,219.03,4161.57,3234.63,926.94
902,229,16,17,8,1,952.06,20,500.03,952.06,190.41,761.65,500.03,261.62
903,270,4,14,6,1,372.55,20,224.36,372.55,74.51,298.04,224.36,73.68
904,316,35,24,2,2,152.74,5,100.82,305.48,15.27,290.21,201.64,88.57
905,286,48,11,8,3,531.18,5,280.88,1593.54,79.68,1513.86,842.64,671.22
906,291,26,26,7,1,131.52,20,54.77,131.52,26.3,105.22,54.77,50.45
907,213,12,19,7,5,971.05,5,580.95,4855.25,242.76,4612.49,2904.75,1707.74
908,165,11,30,3,3,86.75,0,35.14,260.25,0.0,260.25,105.42,154.83
909,5,37,2,6,1,765.83,0,597.55,765.83,0.0,765.83,597.55,168.28
910,339,25,28,6,8,548.85,15,394.44,4390.8,658.62,3732.18,3155.52,576.66
911,78,18,3,8,6,400.19,0,190.81,2401.14,0.0,2401.14,1144.86,1256.28
912,62,19,11,1,9,112.55,5,57.97,1012.95,50.65,962.3,521.73,440.57
913,132,23,6,2,3,641.06,5,508.45,1923.18,96.16,1827.02,1525.35,301.67
914,89,38,29,4,9,605.96,10,332.93,5453.64,545.36,4908.28,2996.37,1911.91
915,237,18,14,4,9,316.84,0,226.06,2851.56,0.0,2851.56,2034.54,817.02
916,42,26,19,1,1,914.71,20,529.37,914.71,182.94,731.77,529.37,202.4
917,89,6,26,3,3,338.9,20,252.7,1016.7,203.34,813.36,758.1,55.26
918,296,4,16,4,6,477.24,15,325.24,2863.44,429.52,2433.92,1951.44,482.48
919,328,44,21,8,8,566.57,10,231.82,4532.56,453.26,4079.3,1854.56,2224.74
920,295,29,22,4,4,145.22,20,75.19,580.88,116.18,464.7,300.76,163.94
921,104,34,24,7,5,935.55,15,583.03,4677.75,701.66,3976.09,2915.15,1060.94
922,14,17,7,7,9,405.81,0,312.66,3652.29,0.0,3652.29,2813.94,838.35
923,288,43,30,5,6,126.74,10,55.87,760.44,76.04,684.4,335.22,349.18
924,179,43,27,2,7,417.93,10,267.67,2925.51,292.55,2632.96,1873.69,759.27
925,125,16,8,3,7,620.19,5,323.04,4341.33,217.07,4124.26,2261.28,1862.98
926,353,2,19,6,4,537.97,0,406.56,2151.88,0.0,2151.88,1626.24,525.64
927,23,34,20,2,4,709.81,10,501.17,2839.24,283.92,2555.32,2004.68,550.64
928,63,8,16,3,4,102.71,15,56.27,410.84,61.63,349.21,225.08,124.13
929,143,13,22,4,5,320.31,20,149.53,1601.55,320.31,1281.24,747.65,533.59
930,153,42,27,5,5,828.27,0,335.12,4141.35,0.0,4141.35,1675.6,2465.75
931,145,8,7,2,8,125.9,0,81.64,1007.2,0.0,1007.2,653.12,354.08
932,225,30,9,4,9,862.71,10,485.23,7764.39,776.44,6987.95,4367.07,2620.88
933,309,32,13,3,2,137.3,10,72.21,274.6,27.46,247.14,144.42,102.72
934,104,36,1,2,7,842.73,10,669.3,5899.11,589.91,5309.2,4685.1,624.1
935,104,47,29,6,1,392.75,15,230.33,392.75,58.91,333.84,230.33,103.51
936,39,30,8,2,1,631.6,5,442.08,631.6,31.58,600.02,442.08,157.94
937,198,1,24,4,4,195.24,10,91.95,780.96,78.1,702.86,367.8,335.06
938,134,43,22,8,7,112.86,5,45.75,790.02,39.5,750.52,320.25,430.27
939,67,39,4,8,2,255.14,5,144.67,510.28,25.51,484.77,289.34,195.43
940,179,17,3,2,2,171.46,0,114.24,342.92,0.0,342.92,228.48,114.44
941,42,20,27,6,1,346.79,20,208.99,346.79,69.36,277.43,208.99,68.44
942,15,24,3,5,2,538.66,20,407.33,1077.32,215.46,861.86,814.66,47.2
943,111,50,22,5,7,609.32,15,349.5,4265.24,639.79,3625.45,2446.5,1178.95
944,157,22,13,8,9,800.37,15,419.71,7203.33,1080.5,6122.83,3777.39,2345.44
945,289,29,8,4,6,673.43,20,516.13,4040.58,808.12,3232.46,3096.78,135.68
946,231,22,7,3,2,628.32,20,353.57,1256.64,251.33,1005.31,707.14,298.17
947,157,44,27,4,9,441.19,0,224.06,3970.71,0.0,3970.71,2016.54,1954.17
948,38,9,1,5,7,500.12,0,219.58,3500.84,0.0,3500.84,1537.06,1963.78
949,97,37,27,1,1,443.79,20,318.34,443.79,88.76,355.03,318.34,36.69
950,289,10,16,1,9,850.06,10,620.57,7650.54,765.05,6885.49,5585.13,1300.36
951,254,36,6,2,2,268.5,10,110.98,537.0,53.7,483.3,221.96,261.34
952,196,37,7,6,4,55.43,0,30.12,221.72,0.0,221.72,120.48,101.24
953,86,28,12,8,9,668.75,5,468.09,6018.75,300.94,5717.81,4212.81,1505.0
954,322,28,23,7,4,242.34,20,188.67,969.36,193.87,775.49,754.68,20.81
955,10,42,9,7,3,895.61,15,493.6,2686.83,403.02,2283.81,1480.8,803.01
956,5,43,27,7,1,866.09,10,648.55,866.09,86.61,779.48,648.55,130.93
957,123,21,11,2,7,122.89,5,68.51,860.23,43.01,817.22,479.57,337.65
958,330,24,10,1,6,151.07,10,71.27,906.42,90.64,815.78,427.62,388.16
959,353,42,21,5,4,520.41,5,208.88,2081.64,104.08,1977.56,835.52,1142.04
960,118,40,1,2,6,628.76,20,334.55,3772.56,754.51,3018.05,2007.3,1010.75
961,294,2,18,7,6,311.16,20,171.57,1866.96,373.39,1493.57,1029.42,464.15
962,159,8,4,7,4,730.96,20,568.72,2923.84,584.77,2339.07,2274.88,64.19
963,303,48,5,8,6,615.17,0,296.78,3691.02,0.0,3691.02,1780.68,1910.34
964,228,27,9,4,8,358.58,5,198.26,2868.64,143.43,2725.21,1586.08,1139.13
965,365,22,27,7,3,74.1,15,30.39,222.3,33.34,188.96,91.17,97.79
966,216,37,17,6,4,762.64,15,537.98,3050.56,457.58,2592.98,2151.92,441.06
967,184,27,3,7,1,254.02,20,194.59,254.02,50.8,203.22,194.59,8.63
968,15,29,16,4,4,842.75,15,417.27,3371.0,505.65,2865.35,1669.08,1196.27
969,157,3,5,7,9,449.28,10,256.81,4043.52,404.35,3639.17,2311.29,1327.88
970,136,44,16,6,8,598.22,5,268.51,4785.76,239.29,4546.47,2148.08,2398.39
971,261,13,3,5,4,879.3,5,512.4,3517.2,175.86,3341.34,2049.6,1291.74
972,157,45,20,2,7,870.44,5,394.6,6093.08,304.65,5788.43,2762.2,3026.23
973,47,10,15,6,3,402.94,10,245.53,1208.82,120.88,1087.94,736.59,351.35
974,324,36,30,4,9,248.44,0,172.38,2235.96,0.0,2235.96,1551.42,684.54
975,332,9,3,2,4,786.39,10,488.61,3145.56,314.56,2831.0,1954.44,876.56
976,173,27,20,2,2,461.43,5,229.83,922.86,46.14,876.72,459.66,417.06
977,130,34,14,4,5,232.44,5,125.87,1162.2,58.11,1104.09,629.35,474.74
978,95,1,16,8,2,909.2,5,595.92,1818.4,90.92,1727.48,1191.84,535.64
979,115,32,29,1,6,238.2,15,151.47,1429.2,214.38,1214.82,908.82,306.0
980,243,25,29,7,1,74.52,0,33.88,74.52,0.0,74.52,33.88,40.64
981,292,29,17,6,6,69.27,10,51.12,415.62,41.56,374.06,306.72,67.34
982,282,7,28,4,4,641.2,5,378.36,2564.8,128.24,2436.56,1513.44,923.12
983,299,49,24,5,3,678.59,20,315.51,2035.77,407.15,1628.62,946.53,682.09
984,283,3,20,3,2,345.49,0,155.17,690.98,0.0,690.98,310.34,380.64
985,69,20,23,4,7,354.01,20,278.33,2478.07,495.61,1982.46,1948.31,34.15
986,148,20,18,7,9,372.52,0,190.96,3352.68,0.0,3352.68,1718.64,1634.04
987,11,30,18,7,3,696.15,5,531.47,2088.45,104.42,1984.03,1594.41,389.62
988,254,35,22,2,6,105.23,0,59.37,631.38,0.0,631.38,356.22,275.16
989,330,35,14,2,9,932.66,0,517.04,8393.94,0.0,8393.94,4653.36,3740.58
990,360,49,18,4,2,261.39,5,177.84,522.78,26.14,496.64,355.68,140.96
991,38,39,15,3,7,999.69,20,403.83,6997.83,1399.57,5598.26,2826.81,2771.45
992,134,27,15,8,5,212.95,20,113.98,1064.75,212.95,851.8,569.9,281.9
993,200,26,6,4,5,782.97,15,407.97,3914.85,587.23,3327.62,2039.85,1287.77
994,23,14,27,3,7,262.24,20,195.96,1835.68,367.14,1468.54,1371.72,96.82
995,303,17,15,8,9,126.8,20,77.56,1141.2,228.24,912.96,698.04,214.92
996,346,18,18,3,4,881.19,0,480.98,3524.76,0.0,3524.76,1923.92,1600.84
997,302,45,4,7,9,865.81,15,438.47,7792.29,1168.84,6623.45,3946.23,2677.22
998,363,29,23,7,9,433.39,5,275.72,3900.51,195.03,3705.48,2481.48,1224.0
999,218,20,8,7,4,717.28,5,330.43,2869.12,143.46,2725.66,1321.72,1403.94
1000,141,27,15,5,3,579.21,10,288.73,1737.63,173.76,1563.87,866.19,697.68
1001,104,18,3,7,2,860.31,15,445.16,1720.62,258.09,1462.53,890.32,572.21
1002,210,4,30,6,9,349.3,0,224.66,3143.7,0.0,3143.7,2021.94,1121.76
1003,111,1,15,2,2,547.49,10,300.74,1094.98,109.5,985.48,601.48,384.0
1004,104,50,13,2,6,511.1,10,307.84,3066.6,306.66,2759.94,1847.04,912.9
1005,316,1,9,3,5,386.21,5,254.97,1931.05,96.55,1834.5,1274.85,559.65
1006,171,26,2,2,5,896.88,20,701.82,4484.4,896.88,3587.52,3509.1,78.42
1007,356,45,24,1,4,207.58,0,146.54,830.32,0.0,830.32,586.16,244.16
1008,324,20,8,8,6,192.03,15,107.94,1152.18,172.83,979.35,647.64,331.71
1009,133,23,29,3,5,598.06,10,418.23,2990.3,299.03,2691.27,2091.15,600.12
1010,293,10,30,2,4,674.62,0,526.12,2698.48,0.0,2698.48,2104.48,594.0
1011,328,11,20,1,9,234.89,5,140.88,2114.01,105.7,2008.31,1267.92,740.39
1012,127,41,17,8,6,421.18,10,237.63,2527.08,252.71,2274.37,1425.78,848.59
1013,106,41,13,5,3,949.24,10,409.32,2847.72,284.77,2562.95,1227.96,1334.99
1014,92,5,1,2,6,284.29,5,215.19,1705.74,85.29,1620.45,1291.14,329.31
1015,287,1,2,1,1,684.94,5,341.49,684.94,34.25,650.69,341.49,309.2
1016,51,17,30,4,5,753.14,5,320.52,3765.7,188.28,3577.42,1602.6,1974.82
1017,29,22,15,6,6,475.72,0,292.51,2854.32,0.0,2854.32,1755.06,1099.26
1018,296,34,12,4,8,940.65,0,694.54,7525.2,0.0,7525.2,5556.32,1968.88
1019,297,45,14,1,9,749.82,0,421.89,6748.38,0.0,6748.38,3797.01,2951.37
1020,214,41,25,3,3,485.03,20,345.94,1455.09,291.02,1164.07,1037.82,126.25
1021,267,29,29,7,2,590.87,10,434.03,1181.74,118.17,1063.57,868.06,195.51
1022,257,4,2,7,4,707.98,0,411.88,2831.92,0.0,2831.92,1647.52,1184.4
1023,302,5,18,7,8,612.58,20,389.83,4900.64,980.13,3920.51,3118.64,801.87
1024,101,11,22,8,8,884.76,10,542.86,7078.08,707.81,6370.27,4342.88,2027.39
1025,346,21,7,3,3,389.04,0,301.77,1167.12,0.0,1167.12,905.31,261.81
1026,110,35,29,8,4,334.89,5,231.14,1339.56,66.98,1272.58,924.56,348.02
1027,182,12,23,2,3,253.15,15,194.96,759.45,113.92,645.53,584.88,60.65
1028,313,26,29,7,2,85.89,0,41.91,171.78,0.0,171.78,83.82,87.96
1029,1,19,25,4,4,90.86,15,47.62,363.44,54.52,308.92,190.48,118.44
1030,319,45,6,3,6,876.55,0,375.48,5259.3,0.0,5259.3,2252.88,3006.42
1031,55,7,14,3,5,694.47,5,416.66,3472.35,173.62,3298.73,2083.3,1215.43
1032,149,47,8,7,3,677.51,15,507.84,2032.53,304.88,1727.65,1523.52,204.13
1033,309,7,27,4,2,633.91,20,336.44,1267.82,253.56,1014.26,672.88,341.38
1034,137,26,22,5,9,856.76,5,386.67,7710.84,385.54,7325.3,3480.03,3845.27
1035,202,40,2,3,1,506.25,15,216.36,506.25,75.94,430.31,216.36,213.95
1036,313,5,17,7,9,876.89,15,507.72,7892.01,1183.8,6708.21,4569.48,2138.73
1037,117,21,5,6,1,391.47,5,182.27,391.47,19.57,371.9,182.27,189.63
1038,154,14,14,1,7,930.37,5,500.95,6512.59,325.63,6186.96,3506.65,2680.31
1039,291,4,25,8,6,713.72,5,519.58,4282.32,214.12,4068.2,3117.48,950.72
1040,63,23,24,2,7,294.32,10,162.94,2060.24,206.02,1854.22,1140.58,713.64
1041,244,42,30,3,3,585.88,20,377.28,1757.64,351.53,1406.11,1131.84,274.27
1042,25,20,29,6,3,556.38,0,334.31,1669.14,0.0,1669.14,1002.93,666.21
1043,90,15,20,6,1,181.0,15,124.42,181.0,27.15,153.85,124.42,29.43
1044,75,50,21,3,4,611.68,0,282.88,2446.72,0.0,2446.72,1131.52,1315.2
1045,294,45,29,5,2,349.05,5,268.13,698.1,34.9,663.2,536.26,126.94
1046,210,29,21,1,8,99.73,20,65.57,797.84,159.57,638.27,524.56,113.71
1047,347,8,22,2,3,951.22,20,483.58,2853.66,570.73,2282.93,1450.74,832.19
1048,17,41,3,3,7,659.42,10,296.28,4615.94,461.59,4154.35,2073.96,2080.39
1049,128,48,5,8,7,883.07,5,406.12,6181.49,309.07,5872.42,2842.84,3029.58
1050,364,19,16,2,9,692.25,15,493.62,6230.25,934.54,5295.71,4442.58,853.13
1051,251,48,18,4,6,389.13,10,247.19,2334.78,233.48,2101.3,1483.14,618.16
1052,179,39,26,6,1,537.05,5,296.61,537.05,26.85,510.2,296.61,213.59
1053,182,46,17,6,8,691.96,10,368.93,5535.68,553.57,4982.11,2951.44,2030.67
1054,152,28,11,3,1,962.24,0,714.27,962.24,0.0,962.24,714.27,247.97
1055,25,46,17,3,3,290.99,5,218.21,872.97,43.65,829.32,654.63,174.69
1056,180,27,16,8,5,881.23,15,557.38,4406.15,660.92,3745.23,2786.9,958.33
1057,198,4,26,4,8,927.87,15,565.83,7422.96,1113.44,6309.52,4526.64,1782.88
1058,344,15,23,5,9,686.89,5,499.08,6182.01,309.1,5872.91,4491.72,1381.19
1059,161,35,2,3,7,934.7,10,654.04,6542.9,654.29,5888.61,4578.28,1310.33
1060,177,37,4,6,9,427.98,20,239.72,3851.82,770.36,3081.46,2157.48,923.98
1061,285,1,21,2,3,955.37,5,413.77,2866.11,143.31,2722.8,1241.31,1481.49
1062,63,3,7,1,5,717.64,15,507.66,3588.2,538.23,3049.97,2538.3,511.67
1063,150,47,2,7,8,89.91,0,42.03,719.28,0.0,719.28,336.24,383.04
1064,154,24,30,2,1,911.53,15,370.58,911.53,136.73,774.8,370.58,404.22
1065,156,27,6,5,8,510.25,20,376.22,4082.0,816.4,3265.6,3009.76,255.84
1066,49,40,17,1,7,487.31,15,307.64,3411.17,511.68,2899.49,2153.48,746.01
1067,337,36,7,2,1,588.14,20,445.03,588.14,117.63,470.51,445.03,25.48
1068,84,34,25,2,6,191.92,5,113.97,1151.52,57.58,1093.94,683.82,410.12
1069,361,29,5,4,1,495.71,15,381.99,495.71,74.36,421.35,381.99,39.36
1070,177,24,5,7,2,839.57,10,454.7,1679.14,167.91,1511.23,909.4,601.83
1071,148,24,20,8,5,64.71,10,44.64,323.55,32.35,291.2,223.2,68.0
1072,118,42,16,5,2,309.27,15,160.94,618.54,92.78,525.76,321.88,203.88
