id_venda,data,ano,mes,trimestre,id_cliente,nome_cliente,segmento_cliente,cidade,id_artigo,nome_artigo,categoria,subcategoria,id_vendedor,nome_vendedor,equipa,quantidade,preco_unitario,desconto_perc,total_bruto,total_desconto,total_liquido,custo_total,margem
481,2024-05-15,2024,5,2,19,Cliente 19,B2B,Lisboa,5,Artigo 5,Serviço,Licença,6,Vendedor 6,Sul,7,377.21,5,2640.47,132.02,2508.45,1682.17,826.28
482,2024-12-30,2024,12,4,50,Cliente 50,B2B,Coimbra,11,Artigo 11,Software,Licença,5,Vendedor 5,Sul,8,709.05,10,5672.4,567.24,5105.16,3372.16,1733.0
483,2024-11-16,2024,11,4,8,Cliente 8,B2B,Braga,25,Artigo 25,Software,Licença,3,Vendedor 3,Online,5,771.58,5,3857.9,192.9,3665.0,2683.2,981.8
484,2024-12-07,2024,12,4,26,Cliente 26,Retail,Lisboa,18,Artigo 18,Hardware,Licença,4,Vendedor 4,Online,5,860.33,10,4301.65,430.16,3871.49,2989.2,882.29
485,2024-05-24,2024,5,2,49,Cliente 49,B2B,Porto,30,Artigo 30,Hardware,Suporte,4,Vendedor 4,Online,1,974.21,5,974.21,48.71,925.5,556.32,369.18
486,2024-11-22,2024,11,4,40,Cliente 40,Parceiro,Coimbra,13,Artigo 13,Software,Equipamento,7,Vendedor 7,Norte,9,303.32,20,2729.88,545.98,2183.9,1227.87,956.03
487,2024-08-04,2024,8,3,7,Cliente 7,Parceiro,Coimbra,11,Artigo 11,Software,Licença,3,Vendedor 3,Online,6,730.29,20,4381.74,876.35,3505.39,2681.94,823.45
488,2024-10-27,2024,10,4,30,Cliente 30,Parceiro,Braga,14,Artigo 14,Hardware,Equipamento,7,Vendedor 7,Norte,9,424.55,15,3820.95,573.14,3247.81,2111.4,1136.41
489,2024-05-11,2024,5,2,7,Cliente 7,Parceiro,Coimbra,28,Artigo 28,Serviço,Suporte,1,Vendedor 1,Online,3,693.23,5,2079.69,103.98,1975.71,946.62,1029.09
490,2024-10-18,2024,10,4,3,Cliente 3,Parceiro,Lisboa,18,Artigo 18,Hardware,Licença,2,Vendedor 2,Norte,5,502.18,5,2510.9,125.54,2385.36,1990.45,394.91
491,2024-03-10,2024,3,1,1,Cliente 1,Parceiro,Lisboa,27,Artigo 27,Hardware,Suporte,8,Vendedor 8,Online,2,994.08,15,1988.16,298.22,1689.94,1089.32,600.62
492,2024-09-08,2024,9,3,36,Cliente 36,B2B,Lisboa,28,Artigo 28,Serviço,Suporte,1,Vendedor 1,Online,5,742.46,15,3712.3,556.84,3155.46,2414.2,741.26
493,2024-10-01,2024,10,4,25,Cliente 25,Retail,Lisboa,25,Artigo 25,Software,Licença,3,Vendedor 3,Online,8,954.87,20,7638.96,1527.79,6111.17,4553.2,1557.97
494,2024-12-29,2024,12,4,37,Cliente 37,Parceiro,Coimbra,28,Artigo 28,Serviço,Suporte,3,Vendedor 3,Online,2,843.22,20,1686.44,337.29,1349.15,770.92,578.23
495,2024-06-30,2024,6,2,1,Cliente 1,Parceiro,Lisboa,19,Artigo 19,Hardware,Suporte,2,Vendedor 2,Norte,8,907.76,5,7262.08,363.1,6898.98,3066.16,3832.82
496,2024-06-15,2024,6,2,15,Cliente 15,B2B,Braga,24,Artigo 24,Hardware,Licença,7,Vendedor 7,Norte,4,823.7,20,3294.8,658.96,2635.84,2142.64,493.2
497,2024-03-31,2024,3,1,37,Cliente 37,Parceiro,Coimbra,27,Artigo 27,Hardware,Suporte,5,Vendedor 5,Sul,1,486.2,20,486.2,97.24,388.96,242.52,146.44
498,2024-07-20,2024,7,3,13,Cliente 13,Retail,Coimbra,15,Artigo 15,Software,Implementação,5,Vendedor 5,Sul,5,289.2,5,1446.0,72.3,1373.7,719.35,654.35
499,2024-12-11,2024,12,4,40,Cliente 40,Parceiro,Coimbra,9,Artigo 9,Software,Implementação,2,Vendedor 2,Norte,1,401.8,15,401.8,60.27,341.53,314.53,27.0
500,2024-01-19,2024,1,1,8,Cliente 8,B2B,Braga,8,Artigo 8,Software,Suporte,5,Vendedor 5,Sul,7,69.22,5,484.54,24.23,460.31,283.29,177.02
501,2024-02-08,2024,2,1,5,Cliente 5,Retail,Lisboa,20,Artigo 20,Software,Licença,4,Vendedor 4,Online,8,547.79,0,4382.32,0.0,4382.32,1804.48,2577.84
502,2024-05-05,2024,5,2,9,Cliente 9,Parceiro,Coimbra,28,Artigo 28,Serviço,Suporte,5,Vendedor 5,Sul,3,529.8,5,1589.4,79.47,1509.93,851.82,658.11
503,2024-06-21,2024,6,2,1,Cliente 1,Parceiro,Lisboa,1,Artigo 1,Software,Licença,5,Vendedor 5,Sul,3,548.99,0,1646.97,0.0,1646.97,1043.85,603.12
504,2024-05-20,2024,5,2,36,Cliente 36,B2B,Lisboa,4,Artigo 4,Software,Implementação,5,Vendedor 5,Sul,7,975.33,5,6827.31,341.37,6485.94,3628.24,2857.7
505,2024-08-29,2024,8,3,35,Cliente 35,Parceiro,Lisboa,14,Artigo 14,Hardware,Equipamento,4,Vendedor 4,Online,4,915.88,0,3663.52,0.0,3663.52,1504.76,2158.76
506,2024-08-07,2024,8,3,2,Cliente 2,Retail,Porto,25,Artigo 25,Software,Licença,7,Vendedor 7,Norte,3,203.63,0,610.89,0.0,610.89,352.92,257.97
507,2024-05-05,2024,5,2,40,Cliente 40,Parceiro,Coimbra,2,Artigo 2,Serviço,Equipamento,5,Vendedor 5,Sul,8,400.44,5,3203.52,160.18,3043.34,1417.12,1626.22
508,2024-02-27,2024,2,1,23,Cliente 23,B2B,Lisboa,16,Artigo 16,Software,Suporte,6,Vendedor 6,Sul,3,452.76,20,1358.28,271.66,1086.62,879.72,206.9
509,2024-05-27,2024,5,2,9,Cliente 9,Parceiro,Coimbra,3,Artigo 3,Hardware,Equipamento,4,Vendedor 4,Online,7,392.51,10,2747.57,274.76,2472.81,1779.96,692.85
510,2024-11-12,2024,11,4,34,Cliente 34,B2B,Lisboa,26,Artigo 26,Serviço,Implementação,2,Vendedor 2,Norte,2,808.57,20,1617.14,323.43,1293.71,671.28,622.43
511,2024-12-26,2024,12,4,46,Cliente 46,Parceiro,Porto,8,Artigo 8,Software,Suporte,1,Vendedor 1,Online,1,547.84,0,547.84,0.0,547.84,282.83,265.01
512,2024-01-01,2024,1,1,14,Cliente 14,Parceiro,Braga,6,Artigo 6,Software,Equipamento,2,Vendedor 2,Norte,6,593.49,5,3560.94,178.05,3382.89,2013.6,1369.29
513,2024-12-13,2024,12,4,4,Cliente 4,Parceiro,Porto,16,Artigo 16,Software,Suporte,1,Vendedor 1,Online,8,860.36,5,6882.88,344.14,6538.74,4268.08,2270.66
514,2024-07-08,2024,7,3,30,Cliente 30,Parceiro,Braga,24,Artigo 24,Hardware,Licença,8,Vendedor 8,Online,1,815.63,5,815.63,40.78,774.85,422.84,352.01
515,2024-07-09,2024,7,3,31,Cliente 31,B2B,Lisboa,16,Artigo 16,Software,Suporte,2,Vendedor 2,Norte,9,175.6,5,1580.4,79.02,1501.38,814.05,687.33
516,2024-11-07,2024,11,4,38,Cliente 38,Parceiro,Lisboa,7,Artigo 7,Software,Suporte,6,Vendedor 6,Sul,3,728.22,10,2184.66,218.47,1966.19,1732.89,233.3
517,2024-04-26,2024,4,2,11,Cliente 11,Parceiro,Coimbra,30,Artigo 30,Hardware,Suporte,1,Vendedor 1,Online,3,463.66,15,1390.98,208.65,1182.33,579.69,602.64
518,2024-05-13,2024,5,2,35,Cliente 35,Parceiro,Lisboa,13,Artigo 13,Software,Equipamento,1,Vendedor 1,Online,4,329.92,0,1319.68,0.0,1319.68,1049.96,269.72
519,2024-02-27,2024,2,1,8,Cliente 8,B2B,Braga,13,Artigo 13,Software,Equipamento,3,Vendedor 3,Online,1,97.52,10,97.52,9.75,87.77,40.87,46.9
520,2024-02-13,2024,2,1,3,Cliente 3,Parceiro,Lisboa,5,Artigo 5,Serviço,Licença,1,Vendedor 1,Online,9,512.89,20,4616.01,923.2,3692.81,2378.79,1314.02
521,2024-06-21,2024,6,2,14,Cliente 14,Parceiro,Braga,25,Artigo 25,Software,Licença,1,Vendedor 1,Online,3,387.66,15,1162.98,174.45,988.53,694.86,293.67
522,2024-06-08,2024,6,2,13,Cliente 13,Retail,Coimbra,20,Artigo 20,Software,Licença,3,Vendedor 3,Online,4,288.94,15,1155.76,173.36,982.4,528.56,453.84
523,2024-06-21,2024,6,2,45,Cliente 45,Retail,Coimbra,22,Artigo 22,Hardware,Implementação,5,Vendedor 5,Sul,1,709.94,5,709.94,35.5,674.44,322.27,352.17
524,2024-11-12,2024,11,4,32,Cliente 32,Parceiro,Lisboa,18,Artigo 18,Hardware,Licença,5,Vendedor 5,Sul,4,781.01,10,3124.04,312.4,2811.64,1569.92,1241.72
525,2024-10-29,2024,10,4,34,Cliente 34,B2B,Lisboa,15,Artigo 15,Software,Implementação,3,Vendedor 3,Online,1,282.55,20,282.55,56.51,226.04,223.05,2.99
526,2024-05-28,2024,5,2,45,Cliente 45,Retail,Coimbra,18,Artigo 18,Hardware,Licença,4,Vendedor 4,Online,5,96.98,5,484.9,24.24,460.66,267.7,192.96
527,2024-03-20,2024,3,1,19,Cliente 19,B2B,Lisboa,2,Artigo 2,Serviço,Equipamento,8,Vendedor 8,Online,5,856.32,5,4281.6,214.08,4067.52,2682.0,1385.52
528,2024-07-31,2024,7,3,38,Cliente 38,Parceiro,Lisboa,10,Artigo 10,Hardware,Equipamento,1,Vendedor 1,Online,7,59.46,0,416.22,0.0,416.22,283.71,132.51
529,2024-07-21,2024,7,3,16,Cliente 16,Retail,Lisboa,23,Artigo 23,Software,Suporte,1,Vendedor 1,Online,8,940.26,15,7522.08,1128.31,6393.77,5242.08,1151.69
530,2024-09-08,2024,9,3,2,Cliente 2,Retail,Porto,13,Artigo 13,Software,Equipamento,3,Vendedor 3,Online,4,646.24,20,2584.96,516.99,2067.97,1745.4,322.57
531,2024-08-16,2024,8,3,40,Cliente 40,Parceiro,Coimbra,18,Artigo 18,Hardware,Licença,3,Vendedor 3,Online,7,355.75,15,2490.25,373.54,2116.71,1331.68,785.03
532,2024-06-12,2024,6,2,17,Cliente 17,B2B,Porto,15,Artigo 15,Software,Implementação,4,Vendedor 4,Online,4,284.15,10,1136.6,113.66,1022.94,505.44,517.5
533,2024-08-14,2024,8,3,34,Cliente 34,B2B,Lisboa,12,Artigo 12,Software,Suporte,6,Vendedor 6,Sul,3,58.56,0,175.68,0.0,175.68,90.06,85.62
534,2024-05-26,2024,5,2,42,Cliente 42,Parceiro,Coimbra,15,Artigo 15,Software,Implementação,5,Vendedor 5,Sul,6,273.7,5,1642.2,82.11,1560.09,795.0,765.09
535,2024-01-20,2024,1,1,16,Cliente 16,Retail,Lisboa,13,Artigo 13,Software,Equipamento,2,Vendedor 2,Norte,4,180.84,0,723.36,0.0,723.36,328.76,394.6
536,2024-02-16,2024,2,1,38,Cliente 38,Parceiro,Lisboa,18,Artigo 18,Hardware,Licença,6,Vendedor 6,Sul,3,631.56,5,1894.68,94.73,1799.95,776.43,1023.52
537,2024-08-20,2024,8,3,2,Cliente 2,Retail,Porto,15,Artigo 15,Software,Implementação,7,Vendedor 7,Norte,9,208.22,0,1873.98,0.0,1873.98,1450.98,423.0
538,2024-10-31,2024,10,4,2,Cliente 2,Retail,Porto,25,Artigo 25,Software,Licença,5,Vendedor 5,Sul,5,552.2,5,2761.0,138.05,2622.95,2121.6,501.35
539,2024-01-14,2024,1,1,26,Cliente 26,Retail,Lisboa,23,Artigo 23,Software,Suporte,1,Vendedor 1,Online,7,610.61,15,4274.27,641.14,3633.13,1795.92,1837.21
540,2024-05-22,2024,5,2,13,Cliente 13,Retail,Coimbra,11,Artigo 11,Software,Licença,7,Vendedor 7,Norte,6,333.14,15,1998.84,299.83,1699.01,937.92,761.09
541,2024-01-01,2024,1,1,47,Cliente 47,B2B,Lisboa,19,Artigo 19,Hardware,Suporte,6,Vendedor 6,Sul,5,83.31,15,416.55,62.48,354.07,189.85,164.22
542,2024-02-23,2024,2,1,31,Cliente 31,B2B,Lisboa,3,Artigo 3,Hardware,Equipamento,3,Vendedor 3,Online,7,85.39,15,597.73,89.66,508.07,306.32,201.75
543,2024-09-15,2024,9,3,34,Cliente 34,B2B,Lisboa,7,Artigo 7,Software,Suporte,4,Vendedor 4,Online,6,75.03,0,450.18,0.0,450.18,216.84,233.34
544,2024-05-23,2024,5,2,39,Cliente 39,Retail,Braga,21,Artigo 21,Hardware,Suporte,5,Vendedor 5,Sul,2,752.17,5,1504.34,75.22,1429.12,1170.9,258.22
545,2024-01-12,2024,1,1,3,Cliente 3,Parceiro,Lisboa,26,Artigo 26,Serviço,Implementação,4,Vendedor 4,Online,3,352.11,15,1056.33,158.45,897.88,458.1,439.78
546,2024-11-25,2024,11,4,8,Cliente 8,B2B,Braga,14,Artigo 14,Hardware,Equipamento,7,Vendedor 7,Norte,2,806.49,0,1612.98,0.0,1612.98,781.76,831.22
547,2024-08-11,2024,8,3,23,Cliente 23,B2B,Lisboa,14,Artigo 14,Hardware,Equipamento,5,Vendedor 5,Sul,3,460.15,5,1380.45,69.02,1311.43,596.76,714.67
548,2024-09-28,2024,9,3,14,Cliente 14,Parceiro,Braga,22,Artigo 22,Hardware,Implementação,8,Vendedor 8,Online,1,480.35,0,480.35,0.0,480.35,380.51,99.84
549,2024-12-23,2024,12,4,27,Cliente 27,Retail,Coimbra,13,Artigo 13,Software,Equipamento,8,Vendedor 8,Online,8,537.24,15,4297.92,644.69,3653.23,3298.08,355.15
550,2024-06-04,2024,6,2,29,Cliente 29,Parceiro,Porto,12,Artigo 12,Software,Suporte,6,Vendedor 6,Sul,6,727.38,10,4364.28,436.43,3927.85,2996.76,931.09
551,2024-01-08,2024,1,1,39,Cliente 39,Retail,Braga,24,Artigo 24,Hardware,Licença,1,Vendedor 1,Online,2,309.83,0,619.66,0.0,619.66,353.44,266.22
552,2024-05-01,2024,5,2,39,Cliente 39,Retail,Braga,9,Artigo 9,Software,Implementação,8,Vendedor 8,Online,8,165.51,15,1324.08,198.61,1125.47,630.32,495.15
553,2024-12-13,2024,12,4,1,Cliente 1,Parceiro,Lisboa,1,Artigo 1,Software,Licença,8,Vendedor 8,Online,6,578.25,20,3469.5,693.9,2775.6,1695.18,1080.42
554,2024-06-12,2024,6,2,17,Cliente 17,B2B,Porto,19,Artigo 19,Hardware,Suporte,2,Vendedor 2,Norte,7,360.63,5,2524.41,126.22,2398.19,1457.12,941.07
555,2024-03-30,2024,3,1,41,Cliente 41,Retail,Braga,11,Artigo 11,Software,Licença,4,Vendedor 4,Online,1,470.37,15,470.37,70.56,399.81,332.69,67.12
556,2024-05-15,2024,5,2,30,Cliente 30,Parceiro,Braga,23,Artigo 23,Software,Suporte,4,Vendedor 4,Online,7,664.6,20,4652.2,930.44,3721.76,2353.54,1368.22
557,2024-07-04,2024,7,3,13,Cliente 13,Retail,Coimbra,22,Artigo 22,Hardware,Implementação,8,Vendedor 8,Online,3,519.42,0,1558.26,0.0,1558.26,817.02,741.24
558,2024-11-11,2024,11,4,21,Cliente 21,Retail,Coimbra,23,Artigo 23,Software,Suporte,2,Vendedor 2,Norte,8,639.26,0,5114.08,0.0,5114.08,3272.88,1841.2
559,2024-06-26,2024,6,2,19,Cliente 19,B2B,Lisboa,24,Artigo 24,Hardware,Licença,4,Vendedor 4,Online,6,566.99,20,3401.94,680.39,2721.55,1684.26,1037.29
560,2024-01-28,2024,1,1,19,Cliente 19,B2B,Lisboa,22,Artigo 22,Hardware,Implementação,4,Vendedor 4,Online,4,752.81,20,3011.24,602.25,2408.99,1908.2,500.79
561,2024-08-07,2024,8,3,25,Cliente 25,Retail,Lisboa,19,Artigo 19,Hardware,Suporte,5,Vendedor 5,Sul,8,720.64,5,5765.12,288.26,5476.86,3198.8,2278.06
562,2024-12-22,2024,12,4,22,Cliente 22,Retail,Lisboa,18,Artigo 18,Hardware,Licença,5,Vendedor 5,Sul,9,557.48,0,5017.32,0.0,5017.32,2075.94,2941.38
563,2024-02-10,2024,2,1,31,Cliente 31,B2B,Lisboa,12,Artigo 12,Software,Suporte,2,Vendedor 2,Norte,2,694.96,20,1389.92,277.98,1111.94,779.86,332.08
564,2024-08-15,2024,8,3,17,Cliente 17,B2B,Porto,23,Artigo 23,Software,Suporte,7,Vendedor 7,Norte,6,879.88,10,5279.28,527.93,4751.35,4053.48,697.87
565,2024-07-10,2024,7,3,23,Cliente 23,B2B,Lisboa,28,Artigo 28,Serviço,Suporte,1,Vendedor 1,Online,5,460.66,10,2303.3,230.33,2072.97,1191.35,881.62
566,2024-05-24,2024,5,2,32,Cliente 32,Parceiro,Lisboa,28,Artigo 28,Serviço,Suporte,6,Vendedor 6,Sul,5,442.12,20,2210.6,442.12,1768.48,1169.7,598.78
567,2024-07-19,2024,7,3,10,Cliente 10,Parceiro,Braga,28,Artigo 28,Serviço,Suporte,8,Vendedor 8,Online,3,776.03,5,2328.09,116.4,2211.69,992.64,1219.05
568,2024-07-30,2024,7,3,10,Cliente 10,Parceiro,Braga,27,Artigo 27,Hardware,Suporte,8,Vendedor 8,Online,8,603.43,0,4827.44,0.0,4827.44,3118.64,1708.8
569,2024-08-07,2024,8,3,36,Cliente 36,B2B,Lisboa,1,Artigo 1,Software,Licença,6,Vendedor 6,Sul,8,117.46,10,939.68,93.97,845.71,695.04,150.67
570,2024-08-27,2024,8,3,8,Cliente 8,B2B,Braga,19,Artigo 19,Hardware,Suporte,8,Vendedor 8,Online,5,897.51,20,4487.55,897.51,3590.04,2428.5,1161.54
571,2024-02-15,2024,2,1,20,Cliente 20,B2B,Coimbra,28,Artigo 28,Serviço,Suporte,8,Vendedor 8,Online,8,79.24,20,633.92,126.78,507.14,314.48,192.66
572,2024-02-04,2024,2,1,32,Cliente 32,Parceiro,Lisboa,27,Artigo 27,Hardware,Suporte,7,Vendedor 7,Norte,8,760.98,15,6087.84,913.18,5174.66,4764.64,410.02
573,2024-09-09,2024,9,3,50,Cliente 50,B2B,Coimbra,20,Artigo 20,Software,Licença,4,Vendedor 4,Online,3,770.85,20,2312.55,462.51,1850.04,1614.24,235.8
574,2024-03-22,2024,3,1,14,Cliente 14,Parceiro,Braga,29,Artigo 29,Software,Implementação,1,Vendedor 1,Online,2,955.46,5,1910.92,95.55,1815.37,1197.88,617.49
575,2024-09-12,2024,9,3,50,Cliente 50,B2B,Coimbra,30,Artigo 30,Hardware,Suporte,8,Vendedor 8,Online,9,101.43,10,912.87,91.29,821.58,476.73,344.85
576,2024-07-15,2024,7,3,28,Cliente 28,Parceiro,Lisboa,17,Artigo 17,Hardware,Suporte,2,Vendedor 2,Norte,2,617.01,15,1234.02,185.1,1048.92,602.6,446.32
577,2024-10-29,2024,10,4,46,Cliente 46,Parceiro,Porto,5,Artigo 5,Serviço,Licença,7,Vendedor 7,Norte,9,456.45,10,4108.05,410.8,3697.25,2819.34,877.91
578,2024-01-10,2024,1,1,24,Cliente 24,B2B,Lisboa,26,Artigo 26,Serviço,Implementação,8,Vendedor 8,Online,4,364.1,10,1456.4,145.64,1310.76,886.52,424.24
579,2024-11-07,2024,11,4,15,Cliente 15,B2B,Braga,3,Artigo 3,Hardware,Equipamento,2,Vendedor 2,Norte,2,135.8,5,271.6,13.58,258.02,165.2,92.82
580,2024-10-12,2024,10,4,22,Cliente 22,Retail,Lisboa,2,Artigo 2,Serviço,Equipamento,5,Vendedor 5,Sul,1,584.52,20,584.52,116.9,467.62,251.04,216.58
581,2024-08-29,2024,8,3,30,Cliente 30,Parceiro,Braga,3,Artigo 3,Hardware,Equipamento,4,Vendedor 4,Online,4,505.09,5,2020.36,101.02,1919.34,1222.08,697.26
582,2024-09-07,2024,9,3,4,Cliente 4,Parceiro,Porto,8,Artigo 8,Software,Suporte,3,Vendedor 3,Online,9,149.33,20,1343.97,268.79,1075.18,979.92,95.26
583,2024-12-30,2024,12,4,13,Cliente 13,Retail,Coimbra,16,Artigo 16,Software,Suporte,8,Vendedor 8,Online,9,631.87,15,5686.83,853.02,4833.81,4428.45,405.36
584,2024-01-05,2024,1,1,23,Cliente 23,B2B,Lisboa,6,Artigo 6,Software,Equipamento,2,Vendedor 2,Norte,4,751.06,5,3004.24,150.21,2854.03,1329.88,1524.15
585,2024-04-28,2024,4,2,8,Cliente 8,B2B,Braga,13,Artigo 13,Software,Equipamento,7,Vendedor 7,Norte,9,778.91,5,7010.19,350.51,6659.68,4573.89,2085.79
586,2024-10-15,2024,10,4,18,Cliente 18,B2B,Coimbra,30,Artigo 30,Hardware,Suporte,4,Vendedor 4,Online,6,910.1,0,5460.6,0.0,5460.6,3425.64,2034.96
587,2024-03-05,2024,3,1,12,Cliente 12,Parceiro,Porto,23,Artigo 23,Software,Suporte,1,Vendedor 1,Online,1,439.0,5,439.0,21.95,417.05,331.94,85.11
588,2024-05-25,2024,5,2,31,Cliente 31,B2B,Lisboa,28,Artigo 28,Serviço,Suporte,7,Vendedor 7,Norte,6,955.42,0,5732.52,0.0,5732.52,4015.62,1716.9
589,2024-08-11,2024,8,3,14,Cliente 14,Parceiro,Braga,22,Artigo 22,Hardware,Implementação,5,Vendedor 5,Sul,9,872.16,20,7849.44,1569.89,6279.55,6170.49,109.06
590,2024-08-26,2024,8,3,34,Cliente 34,B2B,Lisboa,22,Artigo 22,Hardware,Implementação,6,Vendedor 6,Sul,2,331.68,20,663.36,132.67,530.69,520.08,10.61
591,2024-06-25,2024,6,2,18,Cliente 18,B2B,Coimbra,16,Artigo 16,Software,Suporte,8,Vendedor 8,Online,6,201.32,20,1207.92,241.58,966.34,592.2,374.14
592,2024-09-23,2024,9,3,34,Cliente 34,B2B,Lisboa,28,Artigo 28,Serviço,Suporte,1,Vendedor 1,Online,2,463.62,0,927.24,0.0,927.24,639.92,287.32
593,2024-12-06,2024,12,4,11,Cliente 11,Parceiro,Coimbra,16,Artigo 16,Software,Suporte,2,Vendedor 2,Norte,4,431.8,20,1727.2,345.44,1381.76,1057.4,324.36
594,2024-10-08,2024,10,4,41,Cliente 41,Retail,Braga,3,Artigo 3,Hardware,Equipamento,8,Vendedor 8,Online,8,596.93,10,4775.44,477.54,4297.9,2320.08,1977.82
595,2024-03-03,2024,3,1,12,Cliente 12,Parceiro,Porto,28,Artigo 28,Serviço,Suporte,2,Vendedor 2,Norte,7,604.22,5,4229.54,211.48,4018.06,2021.53,1996.53
596,2024-08-04,2024,8,3,49,Cliente 49,B2B,Porto,13,Artigo 13,Software,Equipamento,1,Vendedor 1,Online,9,762.49,0,6862.41,0.0,6862.41,2967.57,3894.84
597,2024-12-07,2024,12,4,15,Cliente 15,B2B,Braga,14,Artigo 14,Hardware,Equipamento,2,Vendedor 2,Norte,7,534.4,20,3740.8,748.16,2992.64,2686.74,305.9
598,2024-11-10,2024,11,4,31,Cliente 31,B2B,Lisboa,8,Artigo 8,Software,Suporte,7,Vendedor 7,Norte,1,149.58,10,149.58,14.96,134.62,79.25,55.37
599,2024-10-09,2024,10,4,49,Cliente 49,B2B,Porto,12,Artigo 12,Software,Suporte,4,Vendedor 4,Online,2,865.38,5,1730.76,86.54,1644.22,1285.58,358.64
600,2024-06-25,2024,6,2,29,Cliente 29,Parceiro,Porto,23,Artigo 23,Software,Suporte,2,Vendedor 2,Norte,6,344.28,5,2065.68,103.28,1962.4,1328.88,633.52
601,2024-04-07,2024,4,2,26,Cliente 26,Retail,Lisboa,23,Artigo 23,Software,Suporte,5,Vendedor 5,Sul,7,972.73,20,6809.11,1361.82,5447.29,4558.4,888.89
602,2024-04-14,2024,4,2,18,Cliente 18,B2B,Coimbra,22,Artigo 22,Hardware,Implementação,4,Vendedor 4,Online,3,161.97,10,485.91,48.59,437.32,251.04,186.28
603,2024-04-08,2024,4,2,32,Cliente 32,Parceiro,Lisboa,21,Artigo 21,Hardware,Suporte,7,Vendedor 7,Norte,9,960.34,0,8643.06,0.0,8643.06,5038.2,3604.86
604,2024-11-06,2024,11,4,22,Cliente 22,Retail,Lisboa,26,Artigo 26,Serviço,Implementação,8,Vendedor 8,Online,7,136.46,20,955.22,191.04,764.18,539.63,224.55
605,2024-01-06,2024,1,1,38,Cliente 38,Parceiro,Lisboa,8,Artigo 8,Software,Suporte,3,Vendedor 3,Online,6,269.48,5,1616.88,80.84,1536.04,799.2,736.84
606,2024-07-15,2024,7,3,17,Cliente 17,B2B,Porto,21,Artigo 21,Hardware,Suporte,8,Vendedor 8,Online,6,94.25,5,565.5,28.28,537.22,414.54,122.68
607,2024-12-16,2024,12,4,23,Cliente 23,B2B,Lisboa,25,Artigo 25,Software,Licença,2,Vendedor 2,Norte,1,719.86,5,719.86,35.99,683.87,467.07,216.8
608,2024-05-12,2024,5,2,24,Cliente 24,B2B,Lisboa,9,Artigo 9,Software,Implementação,2,Vendedor 2,Norte,5,857.78,20,4288.9,857.78,3431.12,1779.8,1651.32
609,2024-12-23,2024,12,4,50,Cliente 50,B2B,Coimbra,1,Artigo 1,Software,Licença,5,Vendedor 5,Sul,3,462.37,15,1387.11,208.07,1179.04,1009.77,169.27
610,2024-09-15,2024,9,3,8,Cliente 8,B2B,Braga,6,Artigo 6,Software,Equipamento,7,Vendedor 7,Norte,7,932.1,15,6524.7,978.7,5546.0,2886.66,2659.34
611,2024-01-23,2024,1,1,41,Cliente 41,Retail,Braga,23,Artigo 23,Software,Suporte,5,Vendedor 5,Sul,3,610.78,15,1832.34,274.85,1557.49,1028.82,528.67
612,2024-02-22,2024,2,1,6,Cliente 6,Retail,Coimbra,19,Artigo 19,Hardware,Suporte,6,Vendedor 6,Sul,5,648.51,10,3242.55,324.26,2918.29,2037.95,880.34
613,2024-06-13,2024,6,2,5,Cliente 5,Retail,Lisboa,23,Artigo 23,Software,Suporte,7,Vendedor 7,Norte,7,853.15,20,5972.05,1194.41,4777.64,2407.09,2370.55
614,2024-07-20,2024,7,3,44,Cliente 44,Retail,Braga,11,Artigo 11,Software,Licença,1,Vendedor 1,Online,3,331.96,5,995.88,49.79,946.09,658.44,287.65
615,2024-03-23,2024,3,1,29,Cliente 29,Parceiro,Porto,11,Artigo 11,Software,Licença,1,Vendedor 1,Online,2,386.55,10,773.1,77.31,695.79,513.24,182.55
616,2024-05-24,2024,5,2,28,Cliente 28,Parceiro,Lisboa,23,Artigo 23,Software,Suporte,1,Vendedor 1,Online,6,910.65,15,5463.9,819.58,4644.32,3611.7,1032.62
617,2024-03-25,2024,3,1,11,Cliente 11,Parceiro,Coimbra,30,Artigo 30,Hardware,Suporte,5,Vendedor 5,Sul,8,905.92,0,7247.36,0.0,7247.36,3372.8,3874.56
618,2024-03-18,2024,3,1,1,Cliente 1,Parceiro,Lisboa,13,Artigo 13,Software,Equipamento,1,Vendedor 1,Online,4,977.66,10,3910.64,391.06,3519.58,1964.28,1555.3
619,2024-12-31,2024,12,4,43,Cliente 43,Parceiro,Lisboa,11,Artigo 11,Software,Licença,7,Vendedor 7,Norte,9,906.75,10,8160.75,816.08,7344.67,4071.78,3272.89
620,2024-01-01,2024,1,1,19,Cliente 19,B2B,Lisboa,18,Artigo 18,Hardware,Licença,1,Vendedor 1,Online,8,171.0,20,1368.0,273.6,1094.4,1072.56,21.84
621,2024-02-20,2024,2,1,9,Cliente 9,Parceiro,Coimbra,23,Artigo 23,Software,Suporte,3,Vendedor 3,Online,7,832.54,10,5827.78,582.78,5245.0,2488.5,2756.5
622,2024-06-21,2024,6,2,27,Cliente 27,Retail,Coimbra,15,Artigo 15,Software,Implementação,1,Vendedor 1,Online,7,439.35,20,3075.45,615.09,2460.36,1757.63,702.73
623,2024-07-23,2024,7,3,34,Cliente 34,B2B,Lisboa,1,Artigo 1,Software,Licença,2,Vendedor 2,Norte,3,991.26,0,2973.78,0.0,2973.78,2225.88,747.9
